Jaar indiening,Project Besluit VVO Type,Gebouw Functie kort,Handeling,[Project Indiening DatumautoCalendarQuarter],Aantal projecten,Aantal gebouwen,Aantal gebouwen (met gebouwinfo),Aantal wooneenheden,Aantal (studenten)kamers,Nuttige woonoppervlakte (m²),Nuttige oppervlakte kamerwoningen (m²),Bovengronds nuttige oppervlakte (m²),Bovengronds grond oppervlakte (m²),Gesloopte oppervlakte (m²),Gesloopte volume (m³),Date
2019,Gemeente,kamerwoning,Verbouwen of hergebruik,Q1,29,29,29,0,227,0.0,7092,7740.1,4094.51,0.0,0.0,2019-01-01
2019,Provincie,kamerwoning,Verbouwen of hergebruik,Q4,3,3,3,0,186,0.0,7069,6983.75,2534.22,0.0,0.0,2019-10-01
2019,Gemeente,kamerwoning,Verbouwen of hergebruik,Q2,34,35,35,0,340,0.0,6140,7793.85,3934.27,0.0,0.0,2019-04-01
2019,Gemeente,eengezins- en kamerwoning,Verbouwen of hergebruik,Q4,10,10,10,0,42,0.0,4113,1968.85,1608.39,0.0,0.0,2019-10-01
2019,Provincie,kamerwoning,Nieuwbouw,Q4,4,6,6,0,168,0.0,3302,6654.78,2454.61,0.0,0.0,2019-10-01
2019,-,kamerwoning,Verbouwen of hergebruik,Q4,8,8,8,0,110,0.0,3167,3336.5,1338.4,0.0,0.0,2019-10-01
2019,-,kamerwoning,Verbouwen of hergebruik,Q2,8,9,9,0,120,0.0,2785,6120.63,2308.89,0.0,0.0,2019-04-01
2019,-,kamerwoning,Nieuwbouw,Q2,3,3,3,0,98,0.0,2436,3667.68,1308.0,0.0,0.0,2019-04-01
2019,Provincie,kamerwoning,Verbouwen of hergebruik,Q3,4,4,4,0,110,0.0,2100,2038.09,920.04,0.0,0.0,2019-07-01
2019,-,kamerwoning,Verbouwen of hergebruik,Q3,5,5,5,0,36,0.0,1743,568.1,1519.43,0.0,0.0,2019-07-01
2019,Gemeente,eengezins- en kamerwoning,Verbouwen of hergebruik,Q3,14,14,14,0,38,0.0,1627,4619.83,2535.42,0.0,0.0,2019-07-01
2019,-,kamerwoning,Verbouwen of hergebruik,Q1,7,7,7,0,40,0.0,1256,1348.21,1020.7,0.0,0.0,2019-01-01
2019,Gemeente,eengezins- en kamerwoning,Verbouwen of hergebruik,Q2,14,14,14,0,21,0.0,1102,2181.65,814.12,0.0,0.0,2019-04-01
2019,Gemeente,kamerwoning,Nieuwbouw,Q1,4,4,4,0,12,0.0,915,920.96,400.84,0.0,0.0,2019-01-01
2019,RVVB,kamerwoning,Verbouwen of hergebruik,Q2,1,2,2,0,34,0.0,891,1578.0,530.0,0.0,0.0,2019-04-01
2019,-,eengezins- en kamerwoning,Verbouwen of hergebruik,Q1,3,3,3,0,62,0.0,758,1918.2,777.0,0.0,0.0,2019-01-01
2019,Provincie,kamerwoning,Verbouwen of hergebruik,Q2,5,5,5,0,35,0.0,703,1317.4,636.66,0.0,0.0,2019-04-01
2019,Gemeente,eengezins- en kamerwoning,Nieuwbouw,Q2,2,2,2,0,15,0.0,591,726.78,409.75,0.0,0.0,2019-04-01
2019,RVVB,kamerwoning,Nieuwbouw,Q1,1,1,1,0,10,0.0,320,564.0,282.0,0.0,0.0,2019-01-01
2019,Provincie,kamerwoning,Verbouwen of hergebruik,Q1,2,2,2,0,16,0.0,312,384.08,169.0,0.0,0.0,2019-01-01
2019,Provincie,eengezins- en kamerwoning,Verbouwen of hergebruik,Q4,1,1,1,0,9,0.0,270,508.75,459.83,0.0,0.0,2019-10-01
2019,-,eengezins- en kamerwoning,Verbouwen of hergebruik,Q3,3,3,3,0,7,0.0,139,841.19,451.2,0.0,0.0,2019-07-01
2019,Provincie,kamerwoning,Nieuwbouw,Q3,1,1,1,0,4,0.0,94,312.18,255.61,0.0,0.0,2019-07-01
2019,Provincie,kamerwoning,Nieuwbouw,Q2,1,1,1,0,0,0.0,87,115.76,56.0,0.0,0.0,2019-04-01
2019,Gemeente,eengezins- en kamerwoning,Nieuwbouw,Q3,1,1,1,0,2,0.0,50,160.1,64.6,0.0,0.0,2019-07-01
2019,Vlaamse Overheid,meergezinswoning,Verbouwen of hergebruik,Q1,1,1,1,0,0,0.0,0,47726.0,410.6,0.0,0.0,2019-01-01
2019,Gemeente,-,-,Q1,2195,41218,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019-01-01
2019,Gemeente,-,Sloop,Q1,1674,2569,2569,0,0,0.0,0,0.0,0.0,763777.32,6206956.31,2019-01-01
2019,-,-,-,Q1,680,12425,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019-01-01
2019,-,-,Sloop,Q1,433,714,714,0,0,0.0,0,0.0,0.0,454814.69,1805203.9,2019-01-01
2019,Provincie,-,Sloop,Q1,192,331,331,0,0,0.0,0,0.0,0.0,177446.26,963183.8,2019-01-01
2019,Provincie,-,-,Q1,70,2414,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019-01-01
2019,Vlaamse Overheid,-,Sloop,Q1,15,21,21,0,0,0.0,0,0.0,0.0,14580.31,113131.75,2019-01-01
2019,Gemeente,-,Verbouwen of hergebruik,Q1,12,13,13,0,0,0.0,0,39501.62,15000.8,0.0,0.0,2019-01-01
2019,Gemeente,-,Nieuwbouw,Q1,11,13,13,0,0,0.0,0,29078.63,15439.32,0.0,0.0,2019-01-01
2019,RVVB,-,Sloop,Q1,7,16,16,0,0,0.0,0,0.0,0.0,4372.99,20223.06,2019-01-01
2019,-,-,Nieuwbouw,Q1,6,8,8,0,0,0.0,0,49300.09,17730.29,0.0,0.0,2019-01-01
2019,-,-,Verbouwen of hergebruik,Q1,4,5,5,0,0,0.0,0,7195.92,3350.4,0.0,0.0,2019-01-01
2019,Provincie,-,Nieuwbouw,Q1,2,2,2,0,0,0.0,0,3488.1,1763.0,0.0,0.0,2019-01-01
2019,Provincie,-,Verbouwen of hergebruik,Q1,1,1,1,0,0,0.0,0,577.0,243.0,0.0,0.0,2019-01-01
2019,RVVB,-,-,Q1,0,110,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019-01-01
2019,Vlaamse Overheid,-,-,Q1,0,17,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019-01-01
2019,Gemeente,-,-,Q2,2130,46537,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019-04-01
2019,Gemeente,-,Sloop,Q2,1933,2951,2951,0,0,0.0,0,0.0,0.0,710147.73,5657178.43,2019-04-01
2019,-,-,-,Q2,601,13075,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019-04-01
2019,-,-,Sloop,Q2,485,789,789,0,0,0.0,0,0.0,0.0,264081.34,5135670.52,2019-04-01
2019,Provincie,-,Sloop,Q2,186,345,345,0,0,0.0,0,0.0,0.0,183714.11,1187931.98,2019-04-01
2019,Provincie,-,-,Q2,73,4579,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019-04-01
2019,Vlaamse Overheid,-,Sloop,Q2,19,29,29,0,0,0.0,0,0.0,0.0,31323.24,224018.57,2019-04-01
2019,Gemeente,-,Nieuwbouw,Q2,13,24,24,0,0,0.0,0,50296.72,20950.09,0.0,0.0,2019-04-01
2019,Gemeente,-,Verbouwen of hergebruik,Q2,12,13,13,0,0,0.0,0,35871.24,14510.03,0.0,0.0,2019-04-01
2019,-,-,Nieuwbouw,Q2,7,8,8,0,0,0.0,0,27412.12,11708.48,0.0,0.0,2019-04-01
2019,RVVB,-,Sloop,Q2,4,9,9,0,0,0.0,0,0.0,0.0,3917.13,22631.32,2019-04-01
2019,RVVB,-,-,Q2,3,302,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019-04-01
2019,Provincie,-,Nieuwbouw,Q2,2,2,2,0,0,0.0,0,4518.6,1618.68,0.0,0.0,2019-04-01
2019,-,-,Verbouwen of hergebruik,Q2,1,1,1,0,0,0.0,0,10509.0,1956.0,0.0,0.0,2019-04-01
2019,Vlaamse Overheid,-,-,Q2,0,19,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019-04-01
2019,Gemeente,-,Sloop,Q3,2041,3081,3081,0,0,0.0,0,0.0,0.0,822573.37,6229960.09,2019-07-01
2019,Gemeente,-,-,Q3,2027,42156,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019-07-01
2019,-,-,-,Q3,611,13124,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019-07-01
2019,-,-,Sloop,Q3,536,931,931,0,0,0.0,0,0.0,0.0,305968.62,1995565.21,2019-07-01
2019,Provincie,-,Sloop,Q3,200,333,333,0,0,0.0,0,0.0,0.0,167609.62,1899916.9,2019-07-01
2019,Provincie,-,-,Q3,85,3682,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019-07-01
2019,Vlaamse Overheid,-,Sloop,Q3,15,46,46,0,0,0.0,0,0.0,0.0,26220.97,259548.78,2019-07-01
2019,RVVB,-,Sloop,Q3,14,26,26,0,0,0.0,0,0.0,0.0,4788.26,24085.99,2019-07-01
2019,Gemeente,-,Verbouwen of hergebruik,Q3,12,14,14,0,0,0.0,0,54480.03,24408.04,0.0,0.0,2019-07-01
2019,Gemeente,-,Nieuwbouw,Q3,12,14,14,0,0,0.0,0,32291.31,12904.24,0.0,0.0,2019-07-01
2019,RVVB,-,-,Q3,9,314,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019-07-01
2019,-,-,Nieuwbouw,Q3,7,9,9,0,0,0.0,0,41054.65,15302.03,0.0,0.0,2019-07-01
2019,Provincie,-,Nieuwbouw,Q3,4,4,4,0,0,0.0,0,19508.91,5733.49,0.0,0.0,2019-07-01
2019,-,-,Verbouwen of hergebruik,Q3,3,4,4,0,0,0.0,0,14515.6,3562.76,0.0,0.0,2019-07-01
2019,Vlaamse Overheid,-,-,Q3,0,15,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019-07-01
2019,Gemeente,-,Sloop,Q4,2669,4106,4106,0,0,0.0,0,0.0,0.0,4045990.43,7769748.78,2019-10-01
2019,Gemeente,-,-,Q4,1966,56784,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019-10-01
2019,-,-,Sloop,Q4,637,1069,1069,0,0,0.0,0,0.0,0.0,476623.94,3023666.91,2019-10-01
2019,-,-,-,Q4,578,16585,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019-10-01
2019,Provincie,-,Sloop,Q4,266,435,435,0,0,0.0,0,0.0,0.0,243272.89,1304661.83,2019-10-01
2019,Provincie,-,-,Q4,76,4405,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019-10-01
2019,RVVB,-,Sloop,Q4,17,31,31,0,0,0.0,0,0.0,0.0,13273.34,50785.05,2019-10-01
2019,Gemeente,-,Nieuwbouw,Q4,14,15,15,0,0,0.0,0,45558.51,17054.92,0.0,0.0,2019-10-01
2019,Gemeente,-,Verbouwen of hergebruik,Q4,12,13,13,0,0,0.0,0,62509.21,23556.2,0.0,0.0,2019-10-01
2019,Vlaamse Overheid,-,Sloop,Q4,11,24,24,0,0,0.0,0,0.0,0.0,9685.13,52154.34,2019-10-01
2019,-,-,Nieuwbouw,Q4,10,16,16,0,0,0.0,0,71871.1,25568.88,0.0,0.0,2019-10-01
2019,RVVB,-,-,Q4,4,621,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019-10-01
2019,-,-,Verbouwen of hergebruik,Q4,4,4,4,0,0,0.0,0,10711.6,3014.76,0.0,0.0,2019-10-01
2019,Provincie,-,Nieuwbouw,Q4,3,4,4,0,0,0.0,0,34242.9,7265.05,0.0,0.0,2019-10-01
2019,Vlaamse Overheid,-,-,Q4,1,29,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019-10-01
2019,Provincie,-,Verbouwen of hergebruik,Q4,1,1,1,0,0,0.0,0,9318.54,2584.4,0.0,0.0,2019-10-01
2019,RVVB,-,Nieuwbouw,Q4,1,1,1,0,0,0.0,0,882.0,382.0,0.0,0.0,2019-10-01
2019,-,meergezins- en kamerwoning,Verbouwen of hergebruik,Q1,1,1,1,1,10,18.97,215,234.0,71.0,0.0,0.0,2019-01-01
2019,-,meergezins- en kamerwoning,Nieuwbouw,Q4,1,1,1,4,76,119.61,1709,1934.69,426.34,0.0,0.0,2019-10-01
2019,RVVB,meergezinswoning,Verbouwen of hergebruik,Q1,1,1,1,2,0,144.0,0,294.0,110.0,0.0,0.0,2019-01-01
2019,Provincie,meergezins- en kamerwoning,Nieuwbouw,Q2,1,1,1,2,15,154.0,600,165.0,110.0,0.0,0.0,2019-04-01
2019,Gemeente,eengezins- en kamerwoning,Verbouwen of hergebruik,Q1,5,5,5,1,13,173.82,502,2042.25,1336.41,0.0,0.0,2019-01-01
2019,Gemeente,meergezins- en kamerwoning,Nieuwbouw,Q2,2,2,2,3,26,240.2,600,687.6,337.6,0.0,0.0,2019-04-01
2019,RVVB,meergezins- en kamerwoning,Verbouwen of hergebruik,Q1,1,1,1,5,7,317.7,150,510.6,227.51,0.0,0.0,2019-01-01
2019,RVVB,meergezinswoning,Verbouwen of hergebruik,Q3,2,2,2,5,0,317.95,0,383.95,191.85,0.0,0.0,2019-07-01
2019,Vlaamse Overheid,eengezinswoning,Nieuwbouw,Q4,1,1,1,1,0,327.4,0,327.4,163.7,0.0,0.0,2019-10-01
2019,-,meergezins- en kamerwoning,Nieuwbouw,Q1,2,2,2,4,18,342.0,790,390.0,246.0,0.0,0.0,2019-01-01
2019,RVVB,eengezinswoning,Nieuwbouw,Q1,2,2,2,2,0,387.51,0,329.85,221.0,0.0,0.0,2019-01-01
2019,-,meergezins- en kamerwoning,Verbouwen of hergebruik,Q3,3,3,3,6,24,456.8,565,1417.27,863.76,0.0,0.0,2019-07-01
2019,Gemeente,meergezins- en kamerwoning,Nieuwbouw,Q4,2,2,2,8,151,492.3,4089,8493.2,2037.3,0.0,0.0,2019-10-01
2019,Provincie,meergezins- en kamerwoning,Nieuwbouw,Q4,2,2,2,15,119,535.78,5741,6628.61,2373.45,0.0,0.0,2019-10-01
2019,RVVB,eengezinswoning,Verbouwen of hergebruik,Q3,5,5,5,4,0,583.11,0,1421.01,821.52,0.0,0.0,2019-07-01
2019,-,meergezins- en kamerwoning,Verbouwen of hergebruik,Q2,3,3,3,10,16,635.1,387,1281.98,682.9,0.0,0.0,2019-04-01
2019,Provincie,meergezins- en kamerwoning,Verbouwen of hergebruik,Q1,3,3,3,30,125,697.44,922,2252.82,847.94,0.0,0.0,2019-01-01
2019,RVVB,eengezinswoning,Verbouwen of hergebruik,Q4,3,3,3,3,0,783.11,0,729.66,485.64,0.0,0.0,2019-10-01
2019,-,meergezins- en kamerwoning,Verbouwen of hergebruik,Q4,6,6,6,20,36,796.11,1005,2562.89,994.03,0.0,0.0,2019-10-01
2019,RVVB,eengezinswoning,Verbouwen of hergebruik,Q2,2,2,2,2,0,824.07,0,747.87,496.66,0.0,0.0,2019-04-01
2019,Gemeente,meergezins- en kamerwoning,Verbouwen of hergebruik,Q2,14,14,14,29,120,1022.86,2468,3917.91,1698.12,0.0,0.0,2019-04-01
2019,Gemeente,meergezins- en kamerwoning,Verbouwen of hergebruik,Q3,14,14,14,29,86,1074.13,2219,3646.07,1466.71,0.0,0.0,2019-07-01
2019,RVVB,meergezinswoning,Verbouwen of hergebruik,Q4,4,4,4,13,0,1338.17,0,2234.34,1508.0,0.0,0.0,2019-10-01
2019,RVVB,eengezinswoning,Nieuwbouw,Q3,5,6,6,6,0,1414.8,0,1414.8,842.0,0.0,0.0,2019-07-01
2019,RVVB,eengezinswoning,Nieuwbouw,Q2,3,7,7,7,0,1928.53,0,1950.9,825.18,0.0,0.0,2019-04-01
2019,Gemeente,meergezins- en kamerwoning,Verbouwen of hergebruik,Q4,24,24,24,71,203,2215.65,3449,9956.88,4480.91,0.0,0.0,2019-10-01
2019,Gemeente,meergezins- en kamerwoning,Verbouwen of hergebruik,Q1,4,4,4,62,34,3817.03,926,5420.0,1328.0,0.0,0.0,2019-01-01
2019,RVVB,meergezinswoning,Nieuwbouw,Q1,4,7,7,69,0,6328.77,0,7221.08,3489.56,0.0,0.0,2019-01-01
2019,RVVB,meergezinswoning,Nieuwbouw,Q2,6,7,7,83,0,8382.04,0,8906.45,4329.87,0.0,0.0,2019-04-01
2019,Provincie,meergezinswoning,Verbouwen of hergebruik,Q1,27,27,27,96,0,9343.66,0,12386.08,5858.75,0.0,0.0,2019-01-01
2019,Gemeente,meergezins- en kamerwoning,Nieuwbouw,Q1,3,3,3,36,489,10666.41,10921,4842.25,1711.96,0.0,0.0,2019-01-01
2019,Provincie,eengezinswoning,Verbouwen of hergebruik,Q1,72,74,74,66,0,13480.82,0,19259.09,12414.84,0.0,0.0,2019-01-01
2019,RVVB,eengezinswoning,Nieuwbouw,Q4,17,124,124,124,0,15380.74,0,15617.48,10313.3,0.0,0.0,2019-10-01
2019,Provincie,eengezinswoning,Verbouwen of hergebruik,Q3,82,94,94,86,0,17370.53,0,48021.66,22826.53,0.0,0.0,2019-07-01
2019,RVVB,meergezinswoning,Verbouwen of hergebruik,Q2,6,6,6,80,0,17935.42,0,6751.65,1856.61,0.0,0.0,2019-04-01
2019,Provincie,eengezinswoning,Verbouwen of hergebruik,Q2,99,119,119,111,0,21539.56,0,25303.45,24972.86,0.0,0.0,2019-04-01
2019,Provincie,eengezinswoning,Verbouwen of hergebruik,Q4,103,122,123,111,0,21763.33,0,82520.72,16850.09,0.0,0.0,2019-10-01
2019,Provincie,meergezinswoning,Verbouwen of hergebruik,Q3,63,68,68,306,0,24536.44,0,32725.92,16315.34,0.0,0.0,2019-07-01
2019,Provincie,eengezinswoning,Nieuwbouw,Q1,77,155,155,152,0,25711.58,0,29719.93,19686.14,0.0,0.0,2019-01-01
2019,Provincie,meergezinswoning,Verbouwen of hergebruik,Q4,66,69,69,344,0,34127.55,0,37163.0,15192.75,0.0,0.0,2019-10-01
2019,Provincie,meergezinswoning,Verbouwen of hergebruik,Q2,54,55,55,217,0,42958.16,0,37942.92,15133.45,0.0,0.0,2019-04-01
2019,Provincie,eengezinswoning,Nieuwbouw,Q2,86,250,250,248,0,53203.54,0,42129.99,26874.64,0.0,0.0,2019-04-01
2019,Provincie,eengezinswoning,Nieuwbouw,Q3,94,316,316,310,0,59480.56,0,53595.54,29583.27,0.0,0.0,2019-07-01
2019,RVVB,meergezinswoning,Nieuwbouw,Q4,15,33,33,344,0,62346.17,0,38599.46,15076.64,0.0,0.0,2019-10-01
2019,Provincie,eengezinswoning,Nieuwbouw,Q4,113,389,389,388,0,66195.12,0,60236.87,37012.17,0.0,0.0,2019-10-01
2019,-,meergezinswoning,Verbouwen of hergebruik,Q3,186,196,197,634,0,75931.35,0,114173.36,45906.3,0.0,0.0,2019-07-01
2019,-,meergezinswoning,Verbouwen of hergebruik,Q1,167,175,175,925,0,87704.4,0,123565.23,68624.39,0.0,0.0,2019-01-01
2019,-,eengezinswoning,Verbouwen of hergebruik,Q3,483,530,535,486,0,91257.61,0,109714.42,90813.58,0.0,0.0,2019-07-01
2019,RVVB,meergezinswoning,Nieuwbouw,Q3,7,19,19,193,0,121384.07,0,20168.46,8188.28,0.0,0.0,2019-07-01
2019,-,meergezinswoning,Verbouwen of hergebruik,Q4,209,222,222,836,0,144628.41,0,155277.12,63120.61,0.0,0.0,2019-10-01
2019,-,meergezinswoning,Verbouwen of hergebruik,Q2,192,201,201,814,0,144988.99,0,125445.98,58457.38,0.0,0.0,2019-04-01
2019,Provincie,meergezinswoning,Nieuwbouw,Q1,82,92,92,890,0,155515.76,0,168087.38,103731.44,0.0,0.0,2019-01-01
2019,-,eengezinswoning,Nieuwbouw,Q1,451,850,850,821,0,160603.87,0,237032.09,154265.63,0.0,0.0,2019-01-01
2019,-,eengezinswoning,Verbouwen of hergebruik,Q4,678,723,727,667,0,166742.22,0,238639.69,147642.38,0.0,0.0,2019-10-01
2019,Provincie,meergezinswoning,Nieuwbouw,Q2,103,135,135,1940,0,198294.76,0,214992.94,64362.47,0.0,0.0,2019-04-01
2019,Provincie,meergezinswoning,Nieuwbouw,Q4,136,195,195,1836,0,204445.2,0,190217.93,77369.24,0.0,0.0,2019-10-01
2019,Provincie,meergezinswoning,Nieuwbouw,Q3,105,133,133,1530,0,221597.42,0,265380.05,146857.77,0.0,0.0,2019-07-01
2019,Gemeente,meergezinswoning,Verbouwen of hergebruik,Q1,450,486,486,1994,0,256859.89,0,345578.4,113778.74,0.0,0.0,2019-01-01
2019,-,eengezinswoning,Nieuwbouw,Q3,563,1080,1080,1060,0,273278.45,0,384177.81,169699.59,0.0,0.0,2019-07-01
2019,-,meergezinswoning,Nieuwbouw,Q2,233,297,297,2744,0,290418.22,0,3410495.53,389072.48,0.0,0.0,2019-04-01
2019,Gemeente,meergezinswoning,Verbouwen of hergebruik,Q3,519,534,535,2128,0,294176.79,0,383348.29,164037.47,0.0,0.0,2019-07-01
2019,Gemeente,meergezinswoning,Verbouwen of hergebruik,Q2,585,609,609,2836,0,305613.43,0,473504.33,198070.67,0.0,0.0,2019-04-01
2019,-,eengezinswoning,Nieuwbouw,Q4,704,1440,1440,1422,0,308087.71,0,300578.75,189857.9,0.0,0.0,2019-10-01
2019,-,meergezinswoning,Nieuwbouw,Q1,178,256,256,2964,0,324751.56,0,583758.78,108245.48,0.0,0.0,2019-01-01
2019,-,eengezinswoning,Nieuwbouw,Q2,518,1021,1021,1009,0,400381.24,0,267168.18,161253.06,0.0,0.0,2019-04-01
2019,-,meergezinswoning,Nieuwbouw,Q3,282,339,339,3552,0,435312.32,0,471896.78,187556.84,0.0,0.0,2019-07-01
2019,-,eengezinswoning,Verbouwen of hergebruik,Q1,469,495,497,439,0,460962.9,0,486404.59,430597.1,0.0,0.0,2019-01-01
2019,Gemeente,meergezinswoning,Verbouwen of hergebruik,Q4,629,662,662,3535,0,487427.72,0,668776.43,178617.6,0.0,0.0,2019-10-01
2019,-,eengezinswoning,Verbouwen of hergebruik,Q2,583,631,633,592,0,575942.37,0,530967.72,474855.41,0.0,0.0,2019-04-01
2019,-,meergezinswoning,Nieuwbouw,Q4,322,462,462,5227,0,660686.82,0,1411342.81,216009.38,0.0,0.0,2019-10-01
2019,Gemeente,meergezinswoning,Nieuwbouw,Q1,473,581,581,5398,0,749700.9,0,1327332.57,446311.21,0.0,0.0,2019-01-01
2019,Gemeente,meergezinswoning,Nieuwbouw,Q2,607,733,733,6167,0,842343.39,0,1343928.93,466213.37,0.0,0.0,2019-04-01
2019,Gemeente,meergezinswoning,Nieuwbouw,Q3,606,726,726,6396,0,889629.64,0,857553.41,293956.18,0.0,0.0,2019-07-01
2019,Gemeente,eengezinswoning,Verbouwen of hergebruik,Q3,3323,3459,3465,3303,0,1010675.44,0,788911.01,563191.89,0.0,0.0,2019-07-01
2019,Gemeente,eengezinswoning,Nieuwbouw,Q1,2571,3821,3821,3746,0,1013705.79,0,1013089.57,493088.35,0.0,0.0,2019-01-01
2019,Gemeente,eengezinswoning,Verbouwen of hergebruik,Q2,3696,3918,3924,3779,0,1019480.34,0,909961.63,719302.39,0.0,0.0,2019-04-01
2019,Gemeente,eengezinswoning,Nieuwbouw,Q3,2768,4432,4432,4382,0,1027843.72,0,1034534.29,602625.41,0.0,0.0,2019-07-01
2019,Gemeente,eengezinswoning,Verbouwen of hergebruik,Q1,3309,3532,3545,3310,0,1072171.11,0,866941.91,604242.11,0.0,0.0,2019-01-01
2019,Gemeente,eengezinswoning,Verbouwen of hergebruik,Q4,4389,4550,4565,4321,0,1230204.0,0,1018142.84,678302.87,0.0,0.0,2019-10-01
2019,Gemeente,meergezinswoning,Nieuwbouw,Q4,833,1044,1044,9376,0,1347999.09,0,1510492.96,780123.0,0.0,0.0,2019-10-01
2019,Gemeente,eengezinswoning,Nieuwbouw,Q2,3117,4686,4686,4635,0,1359419.31,0,1031429.26,691837.81,0.0,0.0,2019-04-01
2019,Gemeente,eengezinswoning,Nieuwbouw,Q4,4455,6758,6758,6682,0,2262983.02,0,1642754.63,928916.69,0.0,0.0,2019-10-01
2020,Gemeente,kamerwoning,Verbouwen of hergebruik,Q2,32,36,36,0,538,0.0,46639,11491.33,6106.91,0.0,0.0,2020-04-01
2020,-,kamerwoning,Verbouwen of hergebruik,Q4,12,12,12,0,93,0.0,28353,3169.56,1451.05,0.0,0.0,2020-10-01
2020,-,kamerwoning,Nieuwbouw,Q1,5,7,7,0,891,0.0,24341,682884.51,209097.86,0.0,0.0,2020-01-01
2020,Gemeente,kamerwoning,Verbouwen of hergebruik,Q3,37,37,37,0,454,0.0,14995,13646.29,6311.31,0.0,0.0,2020-07-01
2020,Gemeente,kamerwoning,Verbouwen of hergebruik,Q4,35,40,40,0,1034,0.0,14696,14875.31,5911.53,0.0,0.0,2020-10-01
2020,Gemeente,kamerwoning,Nieuwbouw,Q4,11,12,12,0,407,0.0,13838,14547.9,4634.62,0.0,0.0,2020-10-01
2020,Gemeente,kamerwoning,Nieuwbouw,Q2,8,10,10,0,131,0.0,12546,4701.31,2388.08,0.0,0.0,2020-04-01
2020,Gemeente,kamerwoning,Verbouwen of hergebruik,Q1,38,38,38,0,1662,0.0,6956,8150.74,4723.45,0.0,0.0,2020-01-01
2020,-,kamerwoning,Verbouwen of hergebruik,Q2,11,11,11,0,116,0.0,6717,3134.33,1850.79,0.0,0.0,2020-04-01
2020,-,kamerwoning,Verbouwen of hergebruik,Q1,15,15,15,0,107,0.0,3452,3312.28,1812.12,0.0,0.0,2020-01-01
2020,Provincie,kamerwoning,Verbouwen of hergebruik,Q1,1,1,1,0,109,0.0,2366,3007.66,1018.94,0.0,0.0,2020-01-01
2020,Gemeente,eengezins- en kamerwoning,Verbouwen of hergebruik,Q1,15,15,15,0,97,0.0,2302,4222.73,2575.1,0.0,0.0,2020-01-01
2020,-,kamerwoning,Verbouwen of hergebruik,Q3,7,7,8,0,59,0.0,2108,1670.96,994.31,0.0,0.0,2020-07-01
2020,Provincie,kamerwoning,Verbouwen of hergebruik,Q2,4,4,4,0,54,0.0,1489,1717.16,734.98,0.0,0.0,2020-04-01
2020,Provincie,kamerwoning,Nieuwbouw,Q2,1,1,1,0,24,0.0,1202,1201.5,521.7,0.0,0.0,2020-04-01
2020,Provincie,kamerwoning,Verbouwen of hergebruik,Q4,5,6,6,0,42,0.0,976,1293.43,652.54,0.0,0.0,2020-10-01
2020,Gemeente,eengezins- en kamerwoning,Verbouwen of hergebruik,Q4,10,11,11,0,24,0.0,976,2672.04,1471.19,0.0,0.0,2020-10-01
2020,Gemeente,eengezins- en kamerwoning,Verbouwen of hergebruik,Q2,11,11,11,0,66,0.0,881,2469.03,1108.63,0.0,0.0,2020-04-01
2020,Gemeente,eengezins- en kamerwoning,Verbouwen of hergebruik,Q3,12,12,12,0,21,0.0,773,2281.31,1089.48,0.0,0.0,2020-07-01
2020,-,kamerwoning,Nieuwbouw,Q3,2,2,2,0,14,0.0,560,560.12,247.56,0.0,0.0,2020-07-01
2020,Gemeente,kamerwoning,Nieuwbouw,Q3,2,2,2,0,24,0.0,540,516.9,277.29,0.0,0.0,2020-07-01
2020,-,eengezins- en kamerwoning,Verbouwen of hergebruik,Q1,2,2,2,0,34,0.0,523,1682.1,584.5,0.0,0.0,2020-01-01
2020,-,kamerwoning,Nieuwbouw,Q4,3,3,3,0,32,0.0,338,1332.67,439.2,0.0,0.0,2020-10-01
2020,Provincie,kamerwoning,Nieuwbouw,Q1,1,1,1,0,9,0.0,331,331.0,195.0,0.0,0.0,2020-01-01
2020,Gemeente,kamerwoning,Nieuwbouw,Q1,3,3,3,0,12,0.0,317,361.85,130.42,0.0,0.0,2020-01-01
2020,RVVB,kamerwoning,Verbouwen of hergebruik,Q4,1,1,1,0,9,0.0,166,165.59,46.47,0.0,0.0,2020-10-01
