Jaar indiening,Project Besluit VVO Type,Gebouw Functie kort,Handeling,[Project Indiening DatumautoCalendarQuarter],Aantal projecten,Aantal gebouwen,Aantal gebouwen (met gebouwinfo),Aantal wooneenheden,Aantal (studenten)kamers,Nuttige woonoppervlakte (m²),Nuttige oppervlakte kamerwoningen (m²),Bovengronds nuttige oppervlakte (m²),Bovengronds grond oppervlakte (m²),Gesloopte oppervlakte (m²),Gesloopte volume (m³),Date
2020,-,eengezins- en kamerwoning,Verbouwen of hergebruik,Q3,2,2,2,0,6,0.0,131,436.1,240.45,0.0,0.0,2020-07-01
2020,RVVB,kamerwoning,Verbouwen of hergebruik,Q2,1,1,1,0,0,0.0,90,314.38,201.0,0.0,0.0,2020-04-01
2020,Provincie,eengezins- en kamerwoning,Verbouwen of hergebruik,Q1,1,1,1,0,2,0.0,44,202.3,98.3,0.0,0.0,2020-01-01
2020,-,eengezins- en kamerwoning,Verbouwen of hergebruik,Q4,1,1,1,0,2,0.0,37,140.0,74.0,0.0,0.0,2020-10-01
2020,-,eengezins- en kamerwoning,Verbouwen of hergebruik,Q2,1,1,1,0,1,0.0,20,215.0,120.0,0.0,0.0,2020-04-01
2020,RVVB,eengezinswoning,Verbouwen of hergebruik,Q3,1,1,1,0,0,0.0,0,614.0,375.0,0.0,0.0,2020-07-01
2020,Gemeente,-,-,Q1,2149,40996,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2020-01-01
2020,Gemeente,-,Sloop,Q1,1948,3003,3003,0,0,0.0,0,0.0,0.0,904053.5,7955505.99,2020-01-01
2020,-,-,-,Q1,627,13082,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2020-01-01
2020,-,-,Sloop,Q1,532,846,846,0,0,0.0,0,0.0,0.0,374679.38,1784151.0,2020-01-01
2020,Provincie,-,Sloop,Q1,181,292,292,0,0,0.0,0,0.0,0.0,200639.45,1090002.85,2020-01-01
2020,Provincie,-,-,Q1,81,3441,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2020-01-01
2020,RVVB,-,Sloop,Q1,16,22,22,0,0,0.0,0,0.0,0.0,5742.53,32978.3,2020-01-01
2020,Gemeente,-,Verbouwen of hergebruik,Q1,11,15,15,0,0,0.0,0,46990.12,17374.38,0.0,0.0,2020-01-01
2020,Vlaamse Overheid,-,Sloop,Q1,9,16,16,0,0,0.0,0,0.0,0.0,4974.53,16841.81,2020-01-01
2020,Gemeente,-,Nieuwbouw,Q1,9,14,14,0,0,0.0,0,25495.15,15531.05,0.0,0.0,2020-01-01
2020,RVVB,-,-,Q1,7,662,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2020-01-01
2020,-,-,Nieuwbouw,Q1,7,11,11,0,0,0.0,0,37504.57,18472.08,0.0,0.0,2020-01-01
2020,-,-,Verbouwen of hergebruik,Q1,2,2,2,0,0,0.0,0,14364.5,2890.61,0.0,0.0,2020-01-01
2020,Provincie,-,Nieuwbouw,Q1,2,2,2,0,0,0.0,0,5741.46,1586.24,0.0,0.0,2020-01-01
2020,RVVB,-,Nieuwbouw,Q1,1,2,2,0,0,0.0,0,2918.05,2010.25,0.0,0.0,2020-01-01
2020,RVVB,-,Verbouwen of hergebruik,Q1,1,1,1,0,0,0.0,0,2567.0,1002.0,0.0,0.0,2020-01-01
2020,Vlaamse Overheid,-,-,Q1,0,13,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2020-01-01
2020,Gemeente,-,Sloop,Q2,2169,3354,3354,0,0,0.0,0,0.0,0.0,1136266.2,16931378.29,2020-04-01
2020,Gemeente,-,-,Q2,2086,44308,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2020-04-01
2020,-,-,-,Q2,645,12443,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2020-04-01
2020,-,-,Sloop,Q2,520,899,899,0,0,0.0,0,0.0,0.0,543051.11,2580676.86,2020-04-01
2020,Provincie,-,Sloop,Q2,215,352,352,0,0,0.0,0,0.0,0.0,196077.4,2290942.03,2020-04-01
2020,Provincie,-,-,Q2,71,3590,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2020-04-01
2020,Gemeente,-,Nieuwbouw,Q2,17,21,21,1,0,0.0,0,80012.59,29648.55,0.0,0.0,2020-04-01
2020,Vlaamse Overheid,-,Sloop,Q2,13,17,17,0,0,0.0,0,0.0,0.0,7642.4,49829.29,2020-04-01
2020,Gemeente,-,Verbouwen of hergebruik,Q2,11,12,12,0,0,0.0,0,59113.34,25399.27,0.0,0.0,2020-04-01
2020,RVVB,-,Sloop,Q2,7,10,10,0,0,0.0,0,0.0,0.0,5653.86,30994.7,2020-04-01
2020,-,-,Nieuwbouw,Q2,6,8,8,0,0,0.0,0,35673.69,15055.27,0.0,0.0,2020-04-01
2020,RVVB,-,-,Q2,5,375,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2020-04-01
2020,Vlaamse Overheid,-,Nieuwbouw,Q2,1,2,2,0,0,0.0,0,3608.0,1977.0,0.0,0.0,2020-04-01
2020,Provincie,-,Nieuwbouw,Q2,1,1,1,0,0,0.0,0,6325.73,2614.11,0.0,0.0,2020-04-01
2020,RVVB,-,Nieuwbouw,Q2,1,1,1,0,0,0.0,0,4906.0,1945.89,0.0,0.0,2020-04-01
2020,Vlaamse Overheid,-,-,Q2,0,15,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2020-04-01
2020,Gemeente,-,Sloop,Q3,2094,3353,3353,0,0,0.0,0,0.0,0.0,1186231.6,7630120.26,2020-07-01
2020,Gemeente,-,-,Q3,1966,44048,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2020-07-01
2020,-,-,-,Q3,674,13527,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2020-07-01
2020,-,-,Sloop,Q3,541,942,942,0,0,0.0,0,0.0,0.0,366525.82,2228098.15,2020-07-01
2020,Provincie,-,Sloop,Q3,214,359,359,0,0,0.0,0,0.0,0.0,213382.72,1699577.08,2020-07-01
2020,Provincie,-,-,Q3,70,3666,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2020-07-01
2020,RVVB,-,Sloop,Q3,18,39,39,0,0,0.0,0,0.0,0.0,12199.54,68781.72,2020-07-01
2020,Vlaamse Overheid,-,Sloop,Q3,13,31,31,0,0,0.0,0,0.0,0.0,32451.9,218622.67,2020-07-01
2020,Gemeente,-,Nieuwbouw,Q3,13,18,18,0,0,0.0,0,54232.73,19989.97,0.0,0.0,2020-07-01
2020,Gemeente,-,Verbouwen of hergebruik,Q3,8,8,8,0,0,0.0,0,35079.55,11381.9,0.0,0.0,2020-07-01
2020,RVVB,-,-,Q3,7,393,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2020-07-01
2020,Provincie,-,Nieuwbouw,Q3,3,3,3,0,0,0.0,0,16776.63,7592.0,0.0,0.0,2020-07-01
2020,-,-,Nieuwbouw,Q3,3,3,3,0,0,0.0,0,4876.73,2895.47,0.0,0.0,2020-07-01
2020,Vlaamse Overheid,-,-,Q3,1,21,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2020-07-01
2020,-,-,Verbouwen of hergebruik,Q3,1,1,1,0,0,0.0,0,5900.0,1180.0,0.0,0.0,2020-07-01
2020,Provincie,-,Verbouwen of hergebruik,Q3,1,1,1,0,0,0.0,0,4082.0,1629.0,0.0,0.0,2020-07-01
2020,Gemeente,-,Sloop,Q4,2964,4653,4653,0,0,0.0,0,0.0,0.0,1194568.36,6452579.24,2020-10-01
2020,Gemeente,-,-,Q4,2152,57747,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2020-10-01
2020,-,-,-,Q4,679,13983,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2020-10-01
2020,-,-,Sloop,Q4,602,1010,1010,0,0,0.0,0,0.0,0.0,329746.4,1523544.05,2020-10-01
2020,Provincie,-,Sloop,Q4,300,506,506,0,0,0.0,0,0.0,0.0,152944.99,794736.42,2020-10-01
2020,Provincie,-,-,Q4,85,4724,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2020-10-01
2020,RVVB,-,Sloop,Q4,43,94,94,0,0,0.0,0,0.0,0.0,41379.91,313735.27,2020-10-01
2020,Vlaamse Overheid,-,Sloop,Q4,29,68,68,0,0,0.0,0,0.0,0.0,27430.7,141605.57,2020-10-01
2020,Gemeente,-,Verbouwen of hergebruik,Q4,13,17,17,0,0,0.0,0,70864.68,43842.47,0.0,0.0,2020-10-01
2020,Gemeente,-,Nieuwbouw,Q4,11,16,16,0,0,0.0,0,45018.29,18682.92,0.0,0.0,2020-10-01
2020,RVVB,-,-,Q4,8,1307,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2020-10-01
2020,-,-,Nieuwbouw,Q4,5,12,12,0,0,0.0,0,40383.9,20411.96,0.0,0.0,2020-10-01
2020,-,-,Verbouwen of hergebruik,Q4,3,3,3,0,0,0.0,0,8786.0,8547.0,0.0,0.0,2020-10-01
2020,Vlaamse Overheid,-,-,Q4,1,44,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2020-10-01
2020,Provincie,-,Nieuwbouw,Q4,1,1,1,0,0,0.0,0,6864.0,2545.18,0.0,0.0,2020-10-01
2020,Provincie,meergezins- en kamerwoning,Verbouwen of hergebruik,Q1,1,1,1,1,10,25.19,271,296.41,115.73,0.0,0.0,2020-01-01
2020,RVVB,meergezins- en kamerwoning,Verbouwen of hergebruik,Q2,1,1,1,2,14,52.45,337,394.0,139.6,0.0,0.0,2020-04-01
2020,Provincie,meergezins- en kamerwoning,Nieuwbouw,Q3,1,1,1,1,193,66.45,4107,6003.85,540.75,0.0,0.0,2020-07-01
2020,Gemeente,meergezins- en kamerwoning,Nieuwbouw,Q4,2,2,2,4,50,96.83,2041,2041.51,982.38,0.0,0.0,2020-10-01
2020,Provincie,meergezins- en kamerwoning,Verbouwen of hergebruik,Q3,1,1,1,4,3,116.06,63,325.43,69.56,0.0,0.0,2020-07-01
2020,Gemeente,meergezins- en kamerwoning,Nieuwbouw,Q3,1,1,1,5,75,144.8,1733,1903.98,426.3,0.0,0.0,2020-07-01
2020,Vlaamse Overheid,eengezinswoning,Verbouwen of hergebruik,Q4,1,1,1,1,0,206.13,0,206.13,128.78,0.0,0.0,2020-10-01
2020,Vlaamse Overheid,eengezinswoning,Nieuwbouw,Q3,1,1,1,1,0,207.9,0,207.9,133.02,0.0,0.0,2020-07-01
2020,Vlaamse Overheid,eengezinswoning,Verbouwen of hergebruik,Q1,1,1,1,1,0,245.37,0,245.37,155.61,0.0,0.0,2020-01-01
2020,Provincie,meergezins- en kamerwoning,Verbouwen of hergebruik,Q4,2,2,2,3,13,281.62,366,704.14,315.0,0.0,0.0,2020-10-01
2020,Vlaamse Overheid,eengezinswoning,Nieuwbouw,Q4,1,1,1,1,0,308.41,0,308.41,129.75,0.0,0.0,2020-10-01
2020,RVVB,meergezinswoning,Verbouwen of hergebruik,Q1,1,1,1,3,0,311.0,0,290.0,117.0,0.0,0.0,2020-01-01
2020,Vlaamse Overheid,eengezinswoning,Nieuwbouw,Q1,1,1,1,1,0,367.9,0,237.9,175.0,0.0,0.0,2020-01-01
2020,RVVB,eengezinswoning,Verbouwen of hergebruik,Q2,3,3,3,3,0,382.66,0,392.63,258.41,0.0,0.0,2020-04-01
2020,Provincie,meergezins- en kamerwoning,Verbouwen of hergebruik,Q2,2,2,2,5,8,390.0,367,781.5,359.0,0.0,0.0,2020-04-01
2020,-,meergezins- en kamerwoning,Verbouwen of hergebruik,Q3,5,5,5,12,28,518.86,790,1867.0,760.7,0.0,0.0,2020-07-01
2020,-,meergezins- en kamerwoning,Verbouwen of hergebruik,Q2,5,5,5,7,50,708.36,821,1682.3,563.18,0.0,0.0,2020-04-01
2020,RVVB,eengezinswoning,Verbouwen of hergebruik,Q1,6,6,6,5,0,1227.15,0,1325.63,874.77,0.0,0.0,2020-01-01
2020,Gemeente,meergezins- en kamerwoning,Nieuwbouw,Q2,3,3,3,22,14,1559.44,495,2966.1,1383.96,0.0,0.0,2020-04-01
2020,-,meergezins- en kamerwoning,Verbouwen of hergebruik,Q4,7,7,7,22,25,1562.17,789,3373.97,1085.58,0.0,0.0,2020-10-01
2020,Provincie,meergezins- en kamerwoning,Nieuwbouw,Q4,1,1,1,14,6,1784.0,199,3067.0,1501.0,0.0,0.0,2020-10-01
2020,-,meergezins- en kamerwoning,Nieuwbouw,Q2,2,2,2,16,213,1891.45,4108,9393.0,2042.0,0.0,0.0,2020-04-01
2020,RVVB,eengezinswoning,Verbouwen of hergebruik,Q4,8,8,8,8,0,1943.15,0,1995.78,1285.22,0.0,0.0,2020-10-01
2020,Gemeente,meergezins- en kamerwoning,Verbouwen of hergebruik,Q1,15,15,15,32,136,2292.8,4132,5184.72,2696.49,0.0,0.0,2020-01-01
2020,Gemeente,meergezins- en kamerwoning,Verbouwen of hergebruik,Q4,26,28,28,72,261,2747.28,5467,12591.64,5350.5,0.0,0.0,2020-10-01
2020,RVVB,meergezinswoning,Verbouwen of hergebruik,Q2,2,4,4,42,0,3386.73,0,4567.11,1697.03,0.0,0.0,2020-04-01
2020,RVVB,meergezinswoning,Verbouwen of hergebruik,Q3,5,5,5,33,0,3594.83,0,5344.38,2433.63,0.0,0.0,2020-07-01
2020,RVVB,eengezinswoning,Nieuwbouw,Q3,7,25,25,25,0,4172.35,0,4244.35,2470.69,0.0,0.0,2020-07-01
2020,RVVB,eengezinswoning,Nieuwbouw,Q2,12,45,45,44,0,5499.19,0,6176.36,4638.48,0.0,0.0,2020-04-01
2020,RVVB,meergezinswoning,Verbouwen of hergebruik,Q4,12,13,13,54,0,5593.52,0,33644.46,11473.83,0.0,0.0,2020-10-01
2020,Gemeente,meergezins- en kamerwoning,Verbouwen of hergebruik,Q2,24,24,24,87,254,5959.72,7159,15708.92,6945.51,0.0,0.0,2020-04-01
2020,RVVB,eengezinswoning,Nieuwbouw,Q4,15,45,45,45,0,7448.43,0,7505.76,5271.14,0.0,0.0,2020-10-01
2020,-,meergezins- en kamerwoning,Verbouwen of hergebruik,Q1,6,6,6,49,20,9230.15,1562,4860.69,1029.85,0.0,0.0,2020-01-01
2020,Provincie,eengezinswoning,Verbouwen of hergebruik,Q2,83,86,86,75,0,13862.69,0,20773.22,30554.97,0.0,0.0,2020-04-01
2020,RVVB,meergezinswoning,Nieuwbouw,Q2,11,18,18,199,0,16970.25,0,20547.09,11058.87,0.0,0.0,2020-04-01
2020,Provincie,eengezinswoning,Verbouwen of hergebruik,Q1,96,102,102,95,0,17353.83,0,22595.61,15039.39,0.0,0.0,2020-01-01
2020,Provincie,eengezinswoning,Nieuwbouw,Q1,52,123,123,122,0,18002.28,0,19545.49,11862.15,0.0,0.0,2020-01-01
2020,Provincie,meergezinswoning,Verbouwen of hergebruik,Q4,61,62,62,212,0,19773.06,0,33381.57,37475.76,0.0,0.0,2020-10-01
2020,RVVB,eengezinswoning,Nieuwbouw,Q1,13,135,135,135,0,19947.0,0,19819.36,11022.78,0.0,0.0,2020-01-01
2020,Gemeente,meergezins- en kamerwoning,Verbouwen of hergebruik,Q3,30,32,32,114,425,22175.83,5733,12997.49,4710.32,0.0,0.0,2020-07-01
2020,Provincie,meergezinswoning,Verbouwen of hergebruik,Q1,64,68,68,297,0,25041.82,0,39811.46,15031.43,0.0,0.0,2020-01-01
2020,Provincie,meergezinswoning,Verbouwen of hergebruik,Q3,61,62,62,308,0,26558.03,0,74599.69,14728.96,0.0,0.0,2020-07-01
2020,Provincie,eengezinswoning,Verbouwen of hergebruik,Q4,145,155,157,135,0,28723.94,0,44769.76,29052.47,0.0,0.0,2020-10-01
2020,Provincie,meergezinswoning,Verbouwen of hergebruik,Q2,58,61,61,344,0,29408.49,0,38956.26,15098.45,0.0,0.0,2020-04-01
2020,RVVB,meergezinswoning,Nieuwbouw,Q1,12,28,28,417,0,33308.74,0,48654.99,12600.48,0.0,0.0,2020-01-01
2020,Provincie,eengezinswoning,Nieuwbouw,Q2,75,230,230,227,0,34207.95,0,34020.81,23548.49,0.0,0.0,2020-04-01
2020,RVVB,meergezinswoning,Nieuwbouw,Q3,12,18,18,228,0,35988.74,0,25034.33,8978.07,0.0,0.0,2020-07-01
2020,RVVB,meergezinswoning,Nieuwbouw,Q4,19,36,36,481,0,42592.24,0,397450.37,31265.32,0.0,0.0,2020-10-01
2020,Provincie,eengezinswoning,Verbouwen of hergebruik,Q3,92,111,113,100,0,43731.2,0,28209.67,20254.43,0.0,0.0,2020-07-01
2020,Provincie,eengezinswoning,Nieuwbouw,Q3,90,232,232,227,0,43732.42,0,53768.21,26192.73,0.0,0.0,2020-07-01
2020,Provincie,eengezinswoning,Nieuwbouw,Q4,149,348,348,346,0,61112.19,0,106581.78,36767.14,0.0,0.0,2020-10-01
2020,-,meergezinswoning,Verbouwen of hergebruik,Q1,202,210,211,995,0,98923.84,0,203491.98,55348.81,0.0,0.0,2020-01-01
2020,-,eengezinswoning,Verbouwen of hergebruik,Q1,596,633,636,584,0,114163.39,0,165588.64,96037.73,0.0,0.0,2020-01-01
2020,-,meergezinswoning,Verbouwen of hergebruik,Q2,202,205,205,783,0,118430.56,0,164288.14,66978.27,0.0,0.0,2020-04-01
2020,Provincie,meergezinswoning,Nieuwbouw,Q2,93,125,125,1250,0,141914.1,0,141148.86,58960.19,0.0,0.0,2020-04-01
2020,Provincie,meergezinswoning,Nieuwbouw,Q1,79,98,98,1041,0,142487.15,0,121805.98,62850.64,0.0,0.0,2020-01-01
2020,-,eengezinswoning,Verbouwen of hergebruik,Q2,615,665,666,613,0,142994.07,0,156167.99,118364.58,0.0,0.0,2020-04-01
2020,-,eengezinswoning,Nieuwbouw,Q1,431,731,731,719,0,146457.93,0,134756.47,81309.97,0.0,0.0,2020-01-01
2020,-,eengezinswoning,Verbouwen of hergebruik,Q3,598,629,635,575,0,153451.98,0,175470.95,91976.26,0.0,0.0,2020-07-01
2020,-,eengezinswoning,Nieuwbouw,Q3,417,889,889,877,0,172134.76,0,234829.98,135212.61,0.0,0.0,2020-07-01
2020,-,meergezinswoning,Verbouwen of hergebruik,Q4,229,235,235,1048,0,178516.12,0,668207.86,553225.17,0.0,0.0,2020-10-01
2020,-,eengezinswoning,Nieuwbouw,Q2,429,785,785,772,0,186038.05,0,178425.76,103734.32,0.0,0.0,2020-04-01
2020,-,meergezinswoning,Verbouwen of hergebruik,Q3,217,232,232,956,0,196217.9,0,608744.64,522596.74,0.0,0.0,2020-07-01
2020,Provincie,meergezinswoning,Nieuwbouw,Q3,94,151,151,1355,0,207052.54,0,553333.62,56520.54,0.0,0.0,2020-07-01
2020,-,eengezinswoning,Verbouwen of hergebruik,Q4,689,716,718,662,0,217532.95,0,178507.43,125157.35,0.0,0.0,2020-10-01
2020,Provincie,meergezinswoning,Nieuwbouw,Q4,128,170,170,1906,0,238592.97,0,194410.41,79700.8,0.0,0.0,2020-10-01
2020,-,meergezinswoning,Nieuwbouw,Q1,169,214,214,2020,0,249652.47,0,211478.9,84863.43,0.0,0.0,2020-01-01
2020,-,eengezinswoning,Nieuwbouw,Q4,583,1276,1276,1264,0,273693.35,0,290508.69,178847.21,0.0,0.0,2020-10-01
2020,Gemeente,meergezinswoning,Verbouwen of hergebruik,Q1,574,593,593,2305,0,303589.97,0,368940.7,148162.87,0.0,0.0,2020-01-01
2020,-,meergezinswoning,Nieuwbouw,Q4,220,288,288,2738,0,308660.67,0,356432.14,234531.17,0.0,0.0,2020-10-01
2020,Gemeente,meergezinswoning,Verbouwen of hergebruik,Q2,536,563,564,2903,0,381373.51,0,393086.73,206886.7,0.0,0.0,2020-04-01
2020,-,meergezinswoning,Nieuwbouw,Q3,218,291,291,3464,0,405924.78,0,827255.87,244962.29,0.0,0.0,2020-07-01
2020,Gemeente,meergezinswoning,Verbouwen of hergebruik,Q3,582,616,616,3022,0,432710.32,0,409509.15,163723.43,0.0,0.0,2020-07-01
2020,-,meergezinswoning,Nieuwbouw,Q2,199,270,270,2732,0,451875.73,0,356658.65,140327.8,0.0,0.0,2020-04-01
2020,Gemeente,meergezinswoning,Verbouwen of hergebruik,Q4,707,747,748,3048,0,527263.85,0,480916.28,242558.42,0.0,0.0,2020-10-01
2020,Gemeente,meergezinswoning,Nieuwbouw,Q1,413,497,497,4080,0,645375.36,0,1048963.76,227117.17,0.0,0.0,2020-01-01
2020,Gemeente,meergezinswoning,Nieuwbouw,Q2,511,634,634,5678,0,655658.93,0,770284.09,287064.87,0.0,0.0,2020-04-01
2020,Gemeente,meergezinswoning,Nieuwbouw,Q3,539,693,693,5923,0,679461.71,0,751893.51,392085.32,0.0,0.0,2020-07-01
2020,Gemeente,eengezinswoning,Nieuwbouw,Q1,2229,3155,3155,3108,0,702951.18,0,621447.22,466177.83,0.0,0.0,2020-01-01
2020,Gemeente,eengezinswoning,Nieuwbouw,Q2,2596,4113,4113,4064,0,880049.68,0,874267.75,552323.23,0.0,0.0,2020-04-01
2020,Gemeente,eengezinswoning,Nieuwbouw,Q3,2678,4299,4299,4256,0,907514.96,0,912626.32,533304.84,0.0,0.0,2020-07-01
2020,Gemeente,eengezinswoning,Verbouwen of hergebruik,Q1,3878,4059,4071,3868,0,959496.69,0,886425.94,672820.28,0.0,0.0,2020-01-01
2020,Gemeente,eengezinswoning,Verbouwen of hergebruik,Q3,3721,3875,3885,3686,0,987259.05,0,942890.53,688108.67,0.0,0.0,2020-07-01
2020,Gemeente,meergezinswoning,Nieuwbouw,Q4,754,997,997,9451,0,1251891.35,0,1149509.29,771536.06,0.0,0.0,2020-10-01
2020,Gemeente,eengezinswoning,Verbouwen of hergebruik,Q2,3797,3955,3964,3752,0,1403316.22,0,922779.65,618569.79,0.0,0.0,2020-04-01
2020,Gemeente,eengezinswoning,Nieuwbouw,Q4,4234,6612,6612,6547,0,1582525.87,0,1436440.67,916112.88,0.0,0.0,2020-10-01
2020,Gemeente,eengezinswoning,Verbouwen of hergebruik,Q4,5144,5468,5477,5216,0,2158698.33,0,1367682.32,795575.39,0.0,0.0,2020-10-01
2021,Gemeente,kamerwoning,Nieuwbouw,Q3,14,14,14,0,532,0.0,94265,179218.55,109658.42,0.0,0.0,2021-07-01
2021,Vlaamse Overheid,kamerwoning,Nieuwbouw,Q1,1,1,1,0,212,0.0,35690,6946.38,2569.0,0.0,0.0,2021-01-01
2021,Gemeente,kamerwoning,Verbouwen of hergebruik,Q3,32,34,34,0,305,0.0,18476,8614.78,3835.28,0.0,0.0,2021-07-01
2021,-,kamerwoning,Verbouwen of hergebruik,Q2,11,11,11,0,69,0.0,13918,2927.67,1260.57,0.0,0.0,2021-04-01
2021,Gemeente,kamerwoning,Nieuwbouw,Q2,12,12,12,0,465,0.0,13906,13102.43,4323.31,0.0,0.0,2021-04-01
2021,Gemeente,kamerwoning,Verbouwen of hergebruik,Q4,42,43,43,0,505,0.0,12887,15912.35,6802.59,0.0,0.0,2021-10-01
2021,Gemeente,kamerwoning,Verbouwen of hergebruik,Q2,33,33,33,0,923,0.0,9345,11553.99,4806.78,0.0,0.0,2021-04-01
2021,Gemeente,kamerwoning,Verbouwen of hergebruik,Q1,32,33,33,0,649,0.0,9068,11211.23,5954.63,0.0,0.0,2021-01-01
2021,-,kamerwoning,Nieuwbouw,Q4,2,3,3,0,300,0.0,8554,9983.55,2095.76,0.0,0.0,2021-10-01
2021,-,kamerwoning,Nieuwbouw,Q3,3,3,3,0,317,0.0,7635,12527.8,2582.55,0.0,0.0,2021-07-01
2021,-,kamerwoning,Verbouwen of hergebruik,Q3,10,10,10,0,244,0.0,7386,7847.76,1417.78,0.0,0.0,2021-07-01
2021,Gemeente,kamerwoning,Nieuwbouw,Q4,7,8,8,0,222,0.0,6209,6047.25,2335.86,0.0,0.0,2021-10-01
2021,-,kamerwoning,Nieuwbouw,Q1,3,3,3,0,153,0.0,5434,4522.98,1485.26,0.0,0.0,2021-01-01
2021,-,kamerwoning,Verbouwen of hergebruik,Q4,12,13,13,0,187,0.0,4634,5803.99,1941.99,0.0,0.0,2021-10-01
2021,Provincie,kamerwoning,Verbouwen of hergebruik,Q4,4,4,4,0,67,0.0,4393,3496.46,2939.5,0.0,0.0,2021-10-01
2021,Gemeente,kamerwoning,Nieuwbouw,Q1,4,4,4,0,155,0.0,4347,4541.62,1690.14,0.0,0.0,2021-01-01
2021,RVVB,kamerwoning,Verbouwen of hergebruik,Q1,1,1,1,0,114,0.0,3287,3308.24,939.78,0.0,0.0,2021-01-01
2021,RVVB,kamerwoning,Nieuwbouw,Q4,1,1,1,0,107,0.0,2854,3283.8,935.2,0.0,0.0,2021-10-01
2021,Gemeente,eengezins- en kamerwoning,Nieuwbouw,Q2,2,29,29,0,82,0.0,1601,4720.0,2020.11,0.0,0.0,2021-04-01
2021,Gemeente,eengezins- en kamerwoning,Verbouwen of hergebruik,Q2,11,11,11,0,43,0.0,1480,3144.63,1424.2,0.0,0.0,2021-04-01
2021,Provincie,kamerwoning,Nieuwbouw,Q3,2,2,2,0,21,0.0,1459,633.3,284.9,0.0,0.0,2021-07-01
2021,-,kamerwoning,Nieuwbouw,Q2,1,1,1,0,22,0.0,1440,1480.0,1538.0,0.0,0.0,2021-04-01
2021,RVVB,kamerwoning,Nieuwbouw,Q2,1,1,1,0,57,0.0,1389,1675.14,596.81,0.0,0.0,2021-04-01
2021,-,kamerwoning,Verbouwen of hergebruik,Q1,6,6,6,0,73,0.0,1187,1397.42,893.43,0.0,0.0,2021-01-01
2021,Provincie,kamerwoning,Nieuwbouw,Q4,3,3,3,0,44,0.0,998,2081.85,1202.35,0.0,0.0,2021-10-01
2021,Gemeente,eengezins- en kamerwoning,Verbouwen of hergebruik,Q1,12,12,12,0,34,0.0,897,2116.95,1042.27,0.0,0.0,2021-01-01
2021,Gemeente,eengezins- en kamerwoning,Verbouwen of hergebruik,Q3,8,8,8,0,22,0.0,683,1599.58,832.2,0.0,0.0,2021-07-01
2021,Gemeente,eengezins- en kamerwoning,Verbouwen of hergebruik,Q4,7,7,7,0,22,0.0,546,2400.55,861.09,0.0,0.0,2021-10-01
2021,-,eengezins- en kamerwoning,Verbouwen of hergebruik,Q2,1,1,1,0,6,0.0,433,433.0,139.0,0.0,0.0,2021-04-01
2021,Provincie,kamerwoning,Nieuwbouw,Q2,1,1,1,0,14,0.0,397,397.05,104.9,0.0,0.0,2021-04-01
2021,Provincie,kamerwoning,Verbouwen of hergebruik,Q2,2,2,2,0,8,0.0,244,357.0,150.98,0.0,0.0,2021-04-01
2021,Provincie,kamerwoning,Verbouwen of hergebruik,Q1,1,1,1,0,8,0.0,165,167.0,74.0,0.0,0.0,2021-01-01
2021,-,eengezins- en kamerwoning,Verbouwen of hergebruik,Q1,1,1,1,0,6,0.0,119,327.61,192.71,0.0,0.0,2021-01-01
2021,-,eengezins- en kamerwoning,Verbouwen of hergebruik,Q3,2,2,2,0,9,0.0,82,572.5,187.0,0.0,0.0,2021-07-01
2021,-,eengezins- en kamerwoning,Verbouwen of hergebruik,Q4,1,1,1,0,3,0.0,71,263.0,90.0,0.0,0.0,2021-10-01
2021,Gemeente,eengezins- en kamerwoning,Nieuwbouw,Q3,1,1,1,0,3,0.0,62,305.0,117.8,0.0,0.0,2021-07-01
2021,-,eengezins- en kamerwoning,Nieuwbouw,Q2,1,1,1,0,3,0.0,60,305.0,117.8,0.0,0.0,2021-04-01
2021,Gemeente,-,-,Q1,2696,48762,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021-01-01
2021,Gemeente,-,Sloop,Q1,2318,3477,3477,0,0,0.0,0,0.0,0.0,814225.65,4194522.68,2021-01-01
2021,-,-,-,Q1,823,11773,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2021-01-01
2021,-,-,Sloop,Q1,480,726,726,0,0,0.0,0,0.0,0.0,364677.22,1185178.07,2021-01-01
